# Index	M_int	Con
569	2.634684e+11	1.430270e+03
570	4.348446e+11	5.095932e+01
571	2.880600e+11	1.013218e+02
572	5.077344e+11	3.936380e+01
573	4.006996e+11	5.928111e+02
574	4.821511e+11	3.035266e+02
575	2.799097e+11	3.154205e+01
576	2.359364e+11	9.127359e+02
577	5.341865e+11	3.499766e+02
578	5.105354e+11	1.968151e+02
579	2.950451e+11	3.278284e+01
580	2.944840e+11	1.261035e+03
581	2.593227e+11	1.014782e+02
582	2.644339e+11	2.493064e+01
583	1.989944e+11	1.340106e+03
584	3.579927e+11	5.625876e+01
585	3.263382e+11	1.744913e+02
586	3.530106e+11	1.204852e+02
587	6.548310e+11	1.164305e+03
588	1.354889e+11	3.271847e+01
589	4.083619e+11	9.056573e+01
590	3.637410e+11	3.266808e+02
591	6.616780e+11	4.417339e+01
592	3.134150e+11	4.379720e+02
593	2.145639e+11	2.763274e+02
594	4.583334e+11	1.612988e+03
595	2.587139e+11	1.670488e+01
596	6.300460e+11	7.474948e+03
597	2.337423e+11	5.320086e+02
598	2.663471e+11	1.051454e+02
599	3.013845e+11	1.077542e+03
600	2.735946e+11	6.348361e+01
601	4.954519e+11	9.666436e+02
602	5.389575e+11	1.370498e+03
603	2.722001e+11	4.607475e+03
604	3.892580e+11	2.830475e+02
605	3.045879e+11	4.693936e-01
606	4.728709e+11	1.154302e+01
607	3.097540e+11	8.528976e+01
608	3.829804e+11	2.744491e+02
609	3.490315e+11	6.720824e+02
610	6.828156e+11	2.383723e+00
611	3.341108e+11	3.575066e+02
612	2.472774e+11	4.828033e+01
613	4.611549e+11	7.039532e+01
614	5.344606e+11	2.856710e+02
615	3.545285e+11	9.956284e+01
616	1.884914e+11	1.150651e+03
617	4.198029e+11	2.530371e+02
618	2.329258e+11	8.586740e+02
619	3.443668e+11	3.534920e+00
620	2.851704e+11	6.168130e+02
621	3.353487e+11	1.075218e+02
622	2.622971e+11	1.048927e+02
623	3.995791e+11	1.144658e+03
624	1.752549e+11	1.475896e+01
625	2.460235e+11	2.085188e+02
626	4.662998e+11	1.473056e+02
627	4.434610e+11	3.504654e+02
628	1.784695e+11	9.822367e+00
629	2.531460e+11	2.137532e+02
630	2.679547e+11	1.914887e+02
631	4.015495e+11	5.801940e+01
632	3.519396e+11	5.010542e+02
633	2.553353e+11	2.357627e+01
634	3.065773e+11	2.095251e+02
635	4.328192e+11	5.377148e+02
636	4.340502e+11	8.816685e+02
637	2.199171e+11	1.210563e+02
638	2.900147e+11	6.556343e+01
639	4.049148e+11	2.276447e+02
640	2.249259e+11	1.086076e+01
641	3.806868e+11	1.153378e+03
642	1.917864e+11	2.710165e+01
643	2.305872e+11	4.990377e+02
644	3.912651e+11	3.975160e+02
645	3.728657e+11	3.267667e+01
646	4.219629e+11	3.075285e+02
647	4.055008e+11	1.705644e+02
648	4.238610e+11	6.092603e+02
649	1.776703e+11	4.129979e+01
650	5.423045e+11	2.556956e+02
651	3.506800e+11	7.444540e+01
652	3.463481e+11	1.142022e+02
653	2.013455e+11	1.123024e+03
654	4.678816e+11	3.651525e+02
655	7.890364e+11	2.879913e+02
656	1.561249e+11	3.759394e+01
657	5.854848e+11	9.402360e+02
658	2.733946e+11	3.234124e+01
659	4.716039e+11	6.793749e+02
660	2.071060e+11	7.919086e+00
661	2.125580e+11	2.188639e-03
662	3.903576e+11	1.994718e+02
663	5.199724e+11	1.966327e+01
664	2.723124e+11	5.391763e+02
665	4.129586e+11	1.180057e+02
666	3.147554e+11	1.222794e+03
667	3.323347e+11	2.868676e+02
668	2.303948e+11	2.476644e+03
669	2.651762e+11	5.226035e+01
670	4.939370e+11	1.855894e+02
671	2.055570e+11	5.893090e+02
672	3.614031e+11	2.914155e+01
673	4.386862e+11	2.884481e+01
674	1.724577e+11	2.111453e+02
675	4.712236e+11	1.005592e+02
676	4.974823e+11	1.595345e+02
677	1.566118e+11	4.195129e+00
678	6.571245e+11	7.550682e+02
679	3.650292e+11	3.031077e+02
680	4.039559e+11	7.295410e+02
681	2.065086e+11	1.490976e+03
682	3.679168e+11	2.492970e+02
683	5.803410e+11	1.668321e+03
684	3.760069e+11	7.589307e+01
685	1.844377e+11	2.566108e+01
686	3.091801e+11	8.357411e+02
687	2.711866e+11	2.782977e+01
688	4.702326e+11	1.431970e+03
689	4.167527e+11	3.845742e+02
690	2.972114e+11	4.068077e+02
691	2.187951e+11	4.740429e+01
692	3.577832e+11	1.724987e+02
693	2.754985e+11	1.961062e+02
694	3.939011e+11	3.436147e+01
695	4.493084e+11	3.710369e+02
696	4.050075e+11	1.288585e+02
697	4.324752e+11	1.546768e+02
698	5.495256e+11	1.751827e+03
699	3.350763e+11	7.653818e+02
700	1.776476e+11	9.713202e-01
701	4.868398e+11	1.538326e+01
702	2.899922e+11	1.230856e+02
703	3.891432e+11	2.492636e+02
704	1.302109e+11	1.730405e+02
705	3.649363e+11	2.215331e+02
706	3.798700e+11	9.539574e+02
707	2.712270e+11	8.984595e+01
708	2.847908e+11	1.561045e+02
709	2.675691e+11	3.188690e+02
710	2.717798e+11	5.386929e+01
711	2.756422e+11	1.274457e+02
712	1.751065e+11	3.392354e+00
