# Index	M_int	Con
722	9.516641e+10	5.404338e+02
723	3.311290e+10	1.199160e+02
724	4.887141e+10	8.829784e+02
725	5.520187e+10	4.636892e+02
726	3.840666e+09	9.738572e+01
727	9.267857e+10	2.365292e+02
728	2.467489e+10	8.840052e+01
729	2.312053e+10	1.452032e+03
730	6.171806e+10	4.351046e+02
731	3.050080e+10	2.256242e+02
732	1.454774e+11	2.235729e+02
733	9.427305e+10	5.451321e+02
734	1.821700e+10	3.526499e+02
735	1.001221e+10	4.597897e+01
736	1.191551e+10	9.172841e+00
737	2.979763e+10	4.801318e+02
738	6.282542e+10	5.269616e+01
739	1.503660e+10	1.683193e+02
740	1.462288e+09	4.715147e+00
741	1.806918e+10	4.698723e+00
742	3.725616e+10	9.333091e+02
743	5.710525e+10	5.507407e+01
744	3.140077e+10	5.215334e+02
745	3.971145e+09	5.804357e+01
746	1.074360e+11	2.407695e+02
747	7.851052e+09	1.389055e+01
748	6.653080e+10	5.528392e+02
749	6.150354e+10	6.546215e+02
750	9.050545e+08	7.779602e+00
751	8.907992e+10	3.211213e+02
752	2.915562e+10	2.554559e+02
753	5.770049e+10	4.512119e+02
754	7.711393e+09	9.359464e+01
755	5.255354e+10	2.856336e+02
756	2.036633e+10	1.150567e+03
757	3.245001e+09	2.045380e+01
758	2.235515e+10	6.322927e+01
759	2.615471e+09	1.007874e+02
760	3.405930e+10	2.941257e+02
761	2.291559e+10	2.381563e+02
762	3.130863e+10	1.815895e+02
763	1.470139e+10	7.624354e+00
764	6.936776e+09	3.394603e+01
765	3.750530e+10	4.329329e+02
766	4.354536e+10	6.025043e+01
767	2.572767e+10	2.632430e+02
768	3.028179e+10	7.276947e+01
769	1.640758e+10	4.001514e+02
770	6.641966e+10	2.242295e+02
771	9.870423e+09	7.141750e+00
772	5.302956e+10	6.411037e+01
